,Reward,Agent,Step
0,0.37986929877085435,1,0
1,0.26990413021337833,1,1
2,0.33923201046443185,1,2
3,0.3384415284076633,1,3
4,0.3848360773180311,1,4
5,0.36687838496248143,1,5
6,0.3691114748579517,1,6
7,0.3847829374197023,1,7
8,0.3236204111441136,1,8
9,0.34562301642916576,1,9
10,0.42243091276452693,1,10
11,0.37587576582279525,1,11
12,0.33159923127877483,1,12
13,0.40407990466401283,1,13
14,0.40112855696040983,1,14
15,0.4104461762729544,1,15
16,0.4059703350437702,1,16
17,0.38897945398514155,1,17
18,0.41298369183190636,1,18
19,0.4154146202440119,1,19
20,0.40007865479577176,2,0
21,0.32122285940787965,2,1
22,0.39099565246547635,2,2
23,0.34481012960696567,2,3
24,0.35203785388093833,2,4
25,0.3874028821126075,2,5
26,0.3634103327144938,2,6
27,0.405607798390754,2,7
28,0.4052476374873303,2,8
29,0.38455184680127985,2,9
30,0.32198658680660996,2,10
31,0.376513253240617,2,11
32,0.3793077432043376,2,12
33,0.41954038807288996,2,13
34,0.3669772619564129,2,14
35,0.3804058427575032,2,15
36,0.4005879983166235,2,16
37,0.40398724152897003,2,17
38,0.39143526328381417,2,18
39,0.401237957448595,2,19
40,0.3178051206045907,1,0
41,0.3424240468974123,1,1
42,0.31020950701392225,1,2
43,0.34549242576818495,1,3
44,0.34438782283702407,1,4
45,0.31117446112292085,1,5
46,0.3571396617727764,1,6
47,0.32723168003278436,1,7
48,0.37505985015801,1,8
49,0.3744191844120847,1,9
50,0.39564356829929526,1,10
51,0.36591532110241765,1,11
52,0.37719455100867383,1,12
53,0.3579605433774994,1,13
54,0.3528037004778016,1,14
55,0.3869436395200603,1,15
56,0.39876694339371316,1,16
57,0.3832823171384766,1,17
58,0.40998363454024156,1,18
59,0.3802773271323662,1,19
60,0.3193746755282068,2,0
61,0.26868963191429224,2,1
62,0.3346747299823336,2,2
63,0.3293521796005698,2,3
64,0.3393836320973407,2,4
65,0.3623912202033963,2,5
66,0.36973229383495543,2,6
67,0.3826017793196518,2,7
68,0.38673154207707344,2,8
69,0.3552613141102703,2,9
70,0.35537414937978573,2,10
71,0.4117757632954546,2,11
72,0.3930393337106523,2,12
73,0.34024305440211056,2,13
74,0.42077728954572685,2,14
75,0.3923768698721704,2,15
76,0.4091489271978644,2,16
77,0.39860244718278176,2,17
78,0.42568066723070674,2,18
79,0.42148060334329646,2,19
80,0.26959263195328426,1,0
81,0.3762061111400416,1,1
82,0.3944685818653996,1,2
83,0.3867025128631385,1,3
84,0.4133990886170131,1,4
85,0.3265543533680676,1,5
86,0.35583594640448507,1,6
87,0.37121753967764415,1,7
88,0.3896778783471565,1,8
89,0.4150689475215833,1,9
90,0.35143704157834743,1,10
91,0.3937227821421937,1,11
92,0.3371833136191351,1,12
93,0.42727094775938845,1,13
94,0.41009322525509406,1,14
95,0.40813136385865945,1,15
96,0.4210973957283991,1,16
97,0.40144507228224774,1,17
98,0.38907837260149225,1,18
99,0.4083672753344806,1,19
100,0.360404770403987,2,0
101,0.36854227631713365,2,1
102,0.3840831242495908,2,2
103,0.3243814734958985,2,3
104,0.33157781766127953,2,4
105,0.3124265845445215,2,5
106,0.36735108245382675,2,6
107,0.4043240345101495,2,7
108,0.3597459839913052,2,8
109,0.38222364426007766,2,9
110,0.37282029417416007,2,10
111,0.37086491505023234,2,11
112,0.4289909008821303,2,12
113,0.4204259512627476,2,13
114,0.3474193506952622,2,14
115,0.36888641800943767,2,15
116,0.3614656303922449,2,16
117,0.40761716684038624,2,17
118,0.39593981064171263,2,18
119,0.4274647292154935,2,19
120,-0.6679896677358284,1,0
121,0.37936907062704,1,1
122,0.3164681272167165,1,2
123,0.30391988368234113,1,3
124,0.3506425346286829,1,4
125,0.3602600324379629,1,5
126,0.32444554420912275,1,6
127,0.29584616211804027,1,7
128,0.38760289444628854,1,8
129,0.3567159398635971,1,9
130,0.37308302348010863,1,10
131,0.3942714734764506,1,11
132,0.3897760608063193,1,12
133,0.41679106682388445,1,13
134,0.4211001453769613,1,14
135,0.3036517640545333,1,15
136,0.39137640968059134,1,16
137,0.38672452931023976,1,17
138,0.403038432162287,1,18
139,0.41178963439706917,1,19
140,0.3887985918792336,2,0
141,0.40174599207233885,2,1
142,0.30349843455059977,2,2
143,0.39585468875597785,2,3
144,0.29165318876495505,2,4
145,0.3321487623083723,2,5
146,0.37499866102764595,2,6
147,0.40025342702682,2,7
148,0.3740878964287358,2,8
149,0.37642425089302883,2,9
150,0.36039781524069614,2,10
151,0.37858985170418,2,11
152,0.36555912971341964,2,12
153,0.3788394644544999,2,13
154,0.37276822059107634,2,14
155,0.3918303719463716,2,15
156,0.4061157775737256,2,16
157,0.41272287875327707,2,17
158,0.37738682412757385,2,18
159,0.3719825993564564,2,19
160,0.356228147763789,1,0
161,0.3501189615933017,1,1
162,0.33349496179475063,1,2
163,0.3469090001852285,1,3
164,0.30073095951011514,1,4
165,0.35184625187238133,1,5
166,0.38607308969759146,1,6
167,0.37585684745409226,1,7
168,0.37218046017121315,1,8
169,0.3673131356072893,1,9
170,0.3728076797076772,1,10
171,0.4101193713313069,1,11
172,0.3643149691868815,1,12
173,0.39601332882495616,1,13
174,0.3952970174259721,1,14
175,0.386693444441329,1,15
176,0.3827926775158475,1,16
177,0.3969399198620096,1,17
178,0.40362852243531455,1,18
179,0.42375111759512624,1,19
180,0.33650887249384903,2,0
181,0.3727993946153448,2,1
182,0.32023582275969004,2,2
183,0.3702221386383424,2,3
184,0.40573387934347827,2,4
185,0.3580390007273667,2,5
186,0.35092546983785905,2,6
187,0.33219590745519795,2,7
188,0.40521949501605653,2,8
189,0.40777015359000673,2,9
190,0.36631019705561585,2,10
191,0.37227933168256755,2,11
192,0.36553018015819655,2,12
193,0.37058142784525205,2,13
194,0.3692200857397031,2,14
195,0.3882281942794764,2,15
196,0.40795506733853926,2,16
197,0.41241834220642415,2,17
198,0.37151080591339586,2,18
199,0.40015970236731435,2,19
200,0.34099883653199625,1,0
201,0.4010802727885959,1,1
202,0.3337736794442311,1,2
203,0.36773723186477014,1,3
204,0.3266764565485611,1,4
205,0.344885016202102,1,5
206,0.34536342935791137,1,6
207,0.40244837641418785,1,7
208,0.36850861326504053,1,8
209,0.3505523013347133,1,9
210,0.35959253621731285,1,10
211,0.38088923252868695,1,11
212,0.40431052108914384,1,12
213,0.41656493100774317,1,13
214,0.40484918122902513,1,14
215,0.4141238767145259,1,15
216,0.3756030224549602,1,16
217,0.4025147778990827,1,17
218,0.4191999581876273,1,18
219,0.40036880975760863,1,19
220,0.3227676896679566,2,0
221,0.31173781890282026,2,1
222,0.3463249004665207,2,2
223,0.3458852205118631,2,3
224,0.4222376384143212,2,4
225,0.3013053273220916,2,5
226,0.331088241801159,2,6
227,0.37422775768632105,2,7
228,0.40368959260818366,2,8
229,0.36076206484600454,2,9
230,0.3773565991580384,2,10
231,0.3996342833560029,2,11
232,0.36377133530543715,2,12
233,0.34876750364204995,2,13
234,0.40478176814325995,2,14
235,0.3955368557165989,2,15
236,0.3744443161425639,2,16
237,0.394839165790475,2,17
238,0.3799210068046602,2,18
239,0.3988902184365263,2,19
240,0.36603858215211754,1,0
241,0.36225019583509854,1,1
242,0.3380723016653007,1,2
243,0.3507153035788896,1,3
244,0.38401693648737634,1,4
245,0.3730470341081138,1,5
246,0.35136059507892137,1,6
247,0.3616596804307918,1,7
248,0.3137541237316471,1,8
249,0.38242102788449506,1,9
250,0.39429369605018505,1,10
251,0.37831713570100345,1,11
252,0.3918242861081481,1,12
253,0.40477531148127277,1,13
254,0.3865065969557724,1,14
255,0.3769184659096757,1,15
256,0.382309190898792,1,16
257,0.39886151965876765,1,17
258,0.4149748314781355,1,18
259,0.420319707930616,1,19
260,0.41418316571836084,2,0
261,0.35710328572590255,2,1
262,0.38075912119032235,2,2
263,0.391934054425306,2,3
264,0.35592285440780597,2,4
265,0.41590211432144064,2,5
266,0.4129195149760319,2,6
267,0.3739559564372884,2,7
268,0.3894071740413908,2,8
269,0.4049131293517973,2,9
270,0.3616660216551611,2,10
271,0.3972053069575817,2,11
272,0.39127470702346406,2,12
273,0.35893375126411226,2,13
274,0.37344713061962864,2,14
275,0.3864233115107989,2,15
276,0.38270920523257584,2,16
277,0.41334888192869207,2,17
278,0.37997332236312514,2,18
279,0.41800546052832777,2,19
280,0.372690673137736,1,0
281,0.34541395024232524,1,1
282,0.3356408109912976,1,2
283,0.3891057653289774,1,3
284,0.34319772070145244,1,4
285,0.3225931046356175,1,5
286,0.3310825001498664,1,6
287,0.3372093581715181,1,7
288,0.38985583442592087,1,8
289,0.40626790600554036,1,9
290,0.34650169070742437,1,10
291,0.3729073268625734,1,11
292,0.3873458548545461,1,12
293,0.3568378103390595,1,13
294,0.40396404505689715,1,14
295,0.40687599167523614,1,15
296,0.4112364933044034,1,16
297,0.39912909531145835,1,17
298,0.37643208528685324,1,18
299,0.37571807521554856,1,19
300,0.30315473015447075,2,0
301,0.4039305319030488,2,1
302,0.3674938909101912,2,2
303,0.3302707468705856,2,3
304,0.365143509053744,2,4
305,0.353624084441998,2,5
306,0.37169491389066034,2,6
307,0.3582778208276911,2,7
308,0.40812415728737667,2,8
309,0.38652380675875897,2,9
310,0.32689742963095336,2,10
311,0.34651745076243573,2,11
312,0.3714696633574398,2,12
313,0.3955798869163787,2,13
314,0.41110119102597875,2,14
315,0.413382726214603,2,15
316,0.4226736050827512,2,16
317,0.38797549660055863,2,17
318,0.3871310868169948,2,18
319,0.41719946177524697,2,19
320,0.405833921871008,1,0
321,0.3365703913213065,1,1
322,0.3359574923495299,1,2
323,0.3065975954739164,1,3
324,0.3697024540252018,1,4
325,0.3131948897904678,1,5
326,0.37322368219654195,1,6
327,0.36830999468670766,1,7
328,0.385320825773213,1,8
329,0.4202395619561997,1,9
330,0.37629502063357884,1,10
331,0.40523537948353994,1,11
332,0.4016031848319416,1,12
333,0.40585963372603306,1,13
334,0.3966031051926433,1,14
335,0.4212154697024736,1,15
336,0.3896944311403485,1,16
337,0.41123525265018385,1,17
338,0.4237504721688898,1,18
339,0.4122541808747776,1,19
340,-0.6999528530104254,2,0
341,0.36894181951541394,2,1
342,0.360465149547919,2,2
343,0.34135005660359097,2,3
344,0.36131405224534885,2,4
345,0.3684330045896003,2,5
346,0.4005812797165283,2,6
347,0.32485582990156536,2,7
348,0.3612043046781672,2,8
349,0.36122866713301377,2,9
350,0.3444347239367035,2,10
351,0.38027271393932716,2,11
352,0.37712118451357823,2,12
353,0.38932089613440984,2,13
354,0.3972305029969136,2,14
355,0.36278234538215176,2,15
356,0.42902684052763634,2,16
357,0.3819719822045533,2,17
358,0.3816498888783147,2,18
359,0.3608180410904226,2,19
360,0.3720024200816291,1,0
361,0.3646827168936363,1,1
362,0.2936333275474289,1,2
363,0.3752500282816684,1,3
364,0.355570011411084,1,4
365,0.37446329694562464,1,5
366,0.3550523877223433,1,6
367,0.41716197354480694,1,7
368,0.37258832032124073,1,8
369,0.37182515181481174,1,9
370,0.3847970659622478,1,10
371,0.37457617068494625,1,11
372,0.390885546300335,1,12
373,0.39180421934828824,1,13
374,0.39912105084672755,1,14
375,0.36552354530109954,1,15
376,0.41751059695036935,1,16
377,0.40733351364783665,1,17
378,0.381943828662987,1,18
379,0.41274213737543697,1,19
380,0.36636912434581,2,0
381,0.3229311207478526,2,1
382,0.36489478093812433,2,2
383,0.3963026528404323,2,3
384,0.34368947974705877,2,4
385,0.36745712409887676,2,5
386,0.3642598228028178,2,6
387,0.35864757574191725,2,7
388,0.4143755871432354,2,8
389,0.3887320827024367,2,9
390,0.36319645631244313,2,10
391,0.382365490045137,2,11
392,0.3907880136082361,2,12
393,0.3826181675004692,2,13
394,0.39635749479165955,2,14
395,0.4133995649276452,2,15
396,0.400180606629538,2,16
397,0.4033095358580589,2,17
398,0.37921974772992206,2,18
399,0.4097097079208655,2,19
400,0.35958998092478067,1,0
401,0.4119128395210973,1,1
402,0.42294061397375626,1,2
403,0.3921845946170812,1,3
404,0.42104365959510065,1,4
405,0.3662259677522806,1,5
406,0.35709640095167594,1,6
407,0.33867926824830147,1,7
408,0.41142291414841364,1,8
409,0.3325531944981788,1,9
410,0.38670718877524257,1,10
411,0.3753544866434888,1,11
412,0.38666652699276866,1,12
413,0.3489337163639011,1,13
414,0.4086188758028185,1,14
415,0.39069652504633423,1,15
416,0.4064091756947403,1,16
417,0.39621954755493594,1,17
418,0.40687828456035746,1,18
419,0.36287548959866883,1,19
420,0.27900231156309563,2,0
421,0.3493661925196365,2,1
422,0.3193999712150676,2,2
423,0.3947663415206496,2,3
424,0.36546186961320565,2,4
425,0.3638272578968297,2,5
426,0.3556099457483784,2,6
427,0.3483814493337316,2,7
428,0.3719406308209999,2,8
429,0.3613557260036653,2,9
430,0.3882625989881221,2,10
431,0.3387506553914127,2,11
432,0.4116938488272112,2,12
433,0.3555522263898615,2,13
434,0.4018395599802671,2,14
435,0.39661412545685326,2,15
436,0.4049848383077687,2,16
437,0.4022429918372128,2,17
438,0.4003873694566389,2,18
439,0.42717607422456666,2,19
440,0.30261523836509346,1,0
441,0.33933026139633743,1,1
442,0.35641843970153775,1,2
443,0.38716155825081267,1,3
444,0.33495109769472486,1,4
445,0.3719029451083134,1,5
446,0.33414390175015024,1,6
447,0.4209906419449204,1,7
448,0.35533089820860253,1,8
449,0.37230747968853845,1,9
450,0.3942618351737198,1,10
451,0.4094788887774826,1,11
452,0.42880659440452445,1,12
453,0.3870716330796985,1,13
454,0.40949348695049276,1,14
455,0.37606804508157005,1,15
456,0.36001551080004335,1,16
457,0.41929654233320957,1,17
458,0.4092190122208522,1,18
459,0.40309965599560876,1,19
460,0.3565548679576871,2,0
461,0.26041973437275784,2,1
462,0.36315568399073195,2,2
463,0.3623438049654225,2,3
464,0.32891635783536416,2,4
465,0.34968026927694157,2,5
466,0.3948138954823797,2,6
467,0.34983262040926555,2,7
468,0.33166812274398144,2,8
469,0.4081922465214282,2,9
470,0.4144951388620146,2,10
471,0.39943769001787066,2,11
472,0.36244467623342547,2,12
473,0.35666680201678086,2,13
474,0.36055357472814775,2,14
475,0.40116815653156923,2,15
476,0.3997688851199273,2,16
477,0.42766586511034904,2,17
478,0.41643858266120726,2,18
479,0.43499869725816004,2,19
480,0.25403670825720204,1,0
481,0.38798013648585544,1,1
482,0.3635396117585716,1,2
483,0.3983630582710918,1,3
484,0.3524530940040802,1,4
485,0.3643224407870668,1,5
486,0.37348884810554095,1,6
487,0.37263263208344816,1,7
488,0.3938270562371263,1,8
489,0.41653757824682164,1,9
490,0.41539039918703885,1,10
491,0.3978305908341773,1,11
492,0.4052074003497703,1,12
493,0.37711712334281267,1,13
494,0.39858727827617213,1,14
495,0.37207981672037066,1,15
496,0.4074204868045611,1,16
497,0.4074172079686452,1,17
498,0.37498139602980307,1,18
499,0.4193013481725854,1,19
500,0.3263261427106131,2,0
501,0.32870818815757363,2,1
502,0.3787227142413786,2,2
503,0.33515173738345383,2,3
504,0.3588799535273221,2,4
505,0.39584668719146915,2,5
506,0.3830650872805392,2,6
507,0.38790814447608957,2,7
508,0.4098932964360894,2,8
509,0.4041359947085772,2,9
510,0.3649577640634153,2,10
511,0.41853659514829245,2,11
512,0.35159733874945565,2,12
513,0.40664501808151066,2,13
514,0.39609169415027284,2,14
515,0.4045129479553975,2,15
516,0.3791354983011381,2,16
517,0.3849261593279878,2,17
518,0.4016415706380436,2,18
519,0.41468755701397697,2,19
520,0.2726018436148873,1,0
521,0.41005950332581,1,1
522,0.2915496170366875,1,2
523,0.3933685202519621,1,3
524,0.3033391367944791,1,4
525,0.38543657132230896,1,5
526,0.3725638356060395,1,6
527,0.3850306932334721,1,7
528,0.37066762674193066,1,8
529,0.40627491106812746,1,9
530,0.3807372046987487,1,10
531,0.3488715160030561,1,11
532,0.3833266034152372,1,12
533,0.3844070470930049,1,13
534,0.41279826018598925,1,14
535,0.4130250828367779,1,15
536,0.39196298597082035,1,16
537,0.4047208535028921,1,17
538,0.3835627220419915,1,18
539,0.41369041879309104,1,19
540,0.35114712375918744,2,0
541,0.37074315149940335,2,1
542,0.38788623861001637,2,2
543,0.3411959719887577,2,3
544,0.37745054806798484,2,4
545,0.3537964028933269,2,5
546,0.37161869871379805,2,6
547,0.3512643062137134,2,7
548,0.37145181957317025,2,8
549,0.3737652851037796,2,9
550,0.353259947722847,2,10
551,0.36811042956674406,2,11
552,0.4144974486662369,2,12
553,0.3991568797282382,2,13
554,0.4145519377363837,2,14
555,0.4113736493419087,2,15
556,0.39123663851239837,2,16
557,0.42194961315153706,2,17
558,0.3998345935788602,2,18
559,0.38826985013384996,2,19
560,0.3600202834976031,1,0
561,0.3712087747342346,1,1
562,0.3893689256313497,1,2
563,0.35045175162533,1,3
564,0.400000574001088,1,4
565,0.39460364311428636,1,5
566,0.3647039285134588,1,6
567,0.2665606415654534,1,7
568,0.35110577243475205,1,8
569,0.3703293795036414,1,9
570,0.4009458531345058,1,10
571,0.3438164355126521,1,11
572,0.37550633710947384,1,12
573,0.4056703504808238,1,13
574,0.3694002500385252,1,14
575,0.39902238899111186,1,15
576,0.3856759660606635,1,16
577,0.3864240333109166,1,17
578,0.3983257861743643,1,18
579,0.3866056160841037,1,19
580,0.30373970908556536,2,0
581,0.3793728746914778,2,1
582,0.3738127744492885,2,2
583,0.3586663485064862,2,3
584,0.3922453922860392,2,4
585,0.36727691262615386,2,5
586,0.35771135817240657,2,6
587,0.3875058276276532,2,7
588,0.3775898014811787,2,8
589,0.35247328757517415,2,9
590,0.4007131824126794,2,10
591,0.40733124549151944,2,11
592,0.39236038424184483,2,12
593,0.3965891116464061,2,13
594,0.3573930549117304,2,14
595,0.38408295740699927,2,15
596,0.3910196415241928,2,16
597,0.41238116419578064,2,17
598,0.3961505378472657,2,18
599,0.41385738083828355,2,19
600,0.2951506600453699,1,0
601,0.37100529748499855,1,1
602,0.31087263120240277,1,2
603,0.4003744202941439,1,3
604,0.3962298703691364,1,4
605,0.40351386664741273,1,5
606,0.34868280376819916,1,6
607,0.34649452209899134,1,7
608,0.40859040902187926,1,8
609,0.365487675067816,1,9
610,0.3691531853396018,1,10
611,0.3714479314226361,1,11
612,0.40818307098514,1,12
613,0.3466496607388555,1,13
614,0.3550513363990764,1,14
615,0.395155289953713,1,15
616,0.3970006732613122,1,16
617,0.3999613266613433,1,17
618,0.3848895801056725,1,18
619,0.401979063903164,1,19
620,0.3692185214816884,2,0
621,0.3345737907340095,2,1
622,0.34399607646279295,2,2
623,0.3375318431767624,2,3
624,0.38072428090885163,2,4
625,0.32662916610855464,2,5
626,0.3543960710358415,2,6
627,0.39373805129145095,2,7
628,0.4005132956404564,2,8
629,0.3950455557303886,2,9
630,0.388577465175223,2,10
631,0.4117678455776848,2,11
632,0.3716401983931011,2,12
633,0.3410504241892233,2,13
634,0.3817023634602604,2,14
635,0.39391076892858046,2,15
636,0.3980326627658354,2,16
637,0.4131293208181513,2,17
638,0.3906474769120954,2,18
639,0.3673345571016514,2,19
